hr,cnt,prediction
14,5.8377304471659395,6.268293600951257
14,5.198497031265826,5.7842875702365095
18,5.91350300563827,6.349941329359142
18,6.721425700790643,6.794759303839354
9,5.049856007249537,5.6092010476459935
18,4.941642422609304,5.389876566629994
10,5.003946305945459,5.697012123975803
1,2.70805020110221,3.839457897164165
10,6.0014148779611505,6.2408848577364955
7,3.332204510175204,4.519389438196354
12,4.553876891600541,5.1224634250654715
4,2.1972245773362196,4.2267150855962345
3,3.332204510175204,3.7375570044640325
19,5.627621113690637,5.86042089624847
13,4.204692619390966,5.05255618456034
12,4.543294782270004,5.113643998577782
2,3.6888794541139363,4.490837970187397
12,4.663439094112067,5.077619552484524
15,6.318968113746434,6.6877389543018975
10,4.418840607796598,5.773330172741164
3,1.0986122886681098,1.3048523127823304
7,5.521460917862246,6.124238783303833
20,6.025865973825314,6.142134432397382
2,0.6931471805599453,1.6597247488798288
21,3.6635616461296463,4.884560381000377
16,4.382026634673881,5.3572073896214345
14,3.58351893845611,4.560208856125041
13,5.905361848054571,6.231719105464278
2,4.532599493153256,5.1576880739414035
9,5.648974238161206,6.480865410059802
1,3.8918202981106265,4.341543413555662
17,6.111467339502679,5.786270661863494
3,0.0,1.0967432454974966
0,2.1972245773362196,4.380338376323799
7,6.272877006546167,6.56140877495038
20,5.262690188904886,5.530862796256299
13,5.537334267018537,5.714981099315282
15,4.672828834461906,5.724210927712377
3,1.3862943611198906,1.8531805774673515
23,3.8501476017100584,5.096127926619702
9,5.030437921392435,6.060998467883485
11,5.351858133476067,6.041185142243376
3,1.791759469228055,1.44546580335067
19,6.318968113746434,6.543407867213407
2,2.5649493574615367,2.881151606920139
18,6.320768294250582,6.660912705386262
10,5.181783550292085,6.04496689801169
23,3.58351893845611,5.01284491626702
9,5.111987788356544,5.389460973705042
7,3.4965075614664802,3.9022084144454108
14,5.5093883366279774,6.164681971779875
11,5.093750200806762,5.8907562674815965
12,5.342334251964811,5.720694113284855
15,5.424950017481403,5.935793225739069
22,4.127134385045092,5.0286427065791255
1,3.1780538303479458,3.5377971168533517
23,2.995732273553991,5.014045732807682
0,3.6635616461296463,4.762737709117116
20,6.068425588244111,6.333160083511107
15,5.493061443340548,6.206380177020178
2,0.0,0.9621122800954444
11,5.017279836814924,5.631212879478715
18,5.783825182329737,5.7500595114514335
14,4.74493212836325,5.4628221087450735
18,4.795790545596741,5.177355426310789
6,1.3862943611198906,2.693512549684095
2,1.0986122886681098,1.252470571831184
9,5.8888779583328805,6.0725488118344275
21,4.962844630259907,5.589067196115521
4,0.6931471805599453,2.811184865197652
21,5.308267697401205,5.779354753424978
2,4.1588830833596715,7.697296091415044
22,4.6913478822291435,5.122624598519073
16,3.828641396489095,4.757253485174308
4,3.258096538021482,4.019916683615534
19,6.450470422144176,6.928590220966842
23,4.394449154672439,5.200124242609899
20,6.126869184114185,6.43404838406087
0,3.8501476017100584,4.5892125757433675
12,3.044522437723423,4.759613698460603
8,6.669498089857879,6.187381149322505
20,5.351858133476067,5.445722195809559
11,5.111987788356544,5.693339768340639
5,1.9459101490553132,2.944497528790877
15,4.0943445622221,5.277773588391886
21,5.560681631015528,5.598054096650848
11,4.394449154672439,5.308984573261866
21,5.5093883366279774,5.812079068808044
10,5.583496308781699,5.836212688906522
0,3.1780538303479458,6.653344691554058
13,5.44673737166631,5.253308893590719
21,5.204006687076795,5.55045245328224
4,0.0,2.515602492725399
7,5.556828061699537,6.272507394726093
20,5.783825182329737,6.125132555999032
21,4.844187086458591,5.163824442333155
20,4.51085950651685,5.301447916671105
11,5.198497031265826,5.918365829717546
5,1.6094379124341003,4.274142087035518
15,5.099866427824199,5.597387309192038
15,6.342121418721152,6.684453363702149
13,5.43372200355424,5.8034547140711945
8,3.871201010907891,4.9582326239856
6,4.499809670330265,5.814055767258917
6,4.6913478822291435,5.232328308180548
20,5.929589143389895,6.028564857686861
13,4.663439094112067,5.28071612527673
18,4.927253685157205,5.531984657029573
17,6.018593214496234,6.044949230637832
22,5.6937321388027,5.897280402400481
23,5.093750200806762,5.34188440044658
1,2.4849066497880004,4.765958979597902
11,4.276666119016055,5.062145078598881
10,5.293304824724492,6.175632480432652
12,4.430816798843313,5.597805608631445
21,4.418840607796598,5.131348518331864
5,3.1780538303479458,4.116987789271629
7,1.6094379124341003,2.6781775533235472
13,3.6109179126442243,5.0983697800987615
12,4.189654742026425,5.0474917128365275
22,4.9344739331306915,5.419588523437122
12,6.18826412308259,6.323515119441756
18,5.60947179518496,5.637587417178419
13,5.572154032177765,5.569069831412632
12,4.430816798843313,5.1434546602785645
4,2.0794415416798357,3.261795347669471
3,2.302585092994046,2.834268849485797
7,3.871201010907891,4.961908010943567
15,5.2574953720277815,5.7195139196143305
14,5.641907070938114,6.209231938775534
17,6.7357800142423265,6.534864423400786
16,6.0844994130751715,6.555029870194194
13,5.53338948872752,5.869993331899357
22,4.74493212836325,5.1002162672296185
20,5.66988092298052,5.992289507145918
15,4.465908118654584,5.18070254276602
17,5.7899601708972535,5.887475218507614
5,2.6390573296152584,3.3586446304453017
7,4.2626798770413155,4.761343752353791
17,6.163314804034641,6.4751118421998415
19,5.0689042022202315,5.360322349460088
23,3.044522437723423,4.542680389542393
3,0.0,3.0619518892123203
18,6.263398262591624,6.257528831417559
21,5.3981627015177525,5.382931591328431
8,6.380122536899765,6.102598761326697
23,4.248495242049359,5.23654132299533
13,5.5909869805108565,6.057428425835697
23,4.127134385045092,5.392372411241683
15,3.5553480614894135,4.763559368646848
10,4.624972813284271,5.912162714798639
11,5.4510384535657,6.011329458755224
11,4.969813299576001,5.62495238696598
22,2.833213344056216,4.23154974191957
1,3.1780538303479458,7.955090470534429
11,5.220355825078324,5.740232390545335
19,6.023447592961033,6.262308434366732
17,6.415096959171596,5.869238897102204
13,4.867534450455582,5.675693232758099
12,5.6131281063880705,5.6712349496975865
5,3.4011973816621555,4.5541427323639
15,5.749392985908253,5.857980163238493
8,4.852030263919617,4.784314639931359
22,4.0943445622221,5.015246333475245
0,3.58351893845611,4.749409458453635
8,6.591673732008658,5.867324939453465
10,4.941642422609304,5.813738711892523
14,4.890349128221754,5.425131105261012
13,5.308267697401205,5.344436233900973
4,1.0986122886681098,2.2057586872690056
3,1.6094379124341003,5.029692608322777
10,5.241747015059643,6.124328279826478
13,4.330733340286331,4.409466178369888
20,5.389071729816501,5.943574574442988
8,4.8283137373023015,5.855737326001505
13,4.718498871295094,5.391521637598392
16,5.860786223465865,6.378512684130422
15,4.804021044733257,5.533781363633146
17,6.39024066706535,6.610986903388359
15,6.212606095751519,6.24025082776517
1,3.58351893845611,4.606208930081099
21,5.093750200806762,5.495461916509777
23,4.465908118654584,5.334835002521213
2,2.6390573296152584,3.9858357823212605
12,5.552959584921617,5.812176426786745
15,5.293304824724492,5.946232702335864
21,5.241747015059643,5.484456939441745
9,5.648974238161206,6.079775486684684
23,4.820281565605037,5.4198421390549685
11,4.653960350157523,5.284418766824564
1,2.5649493574615367,3.8159939325980754
8,5.872117789475416,5.781650262635242
19,4.770684624465665,5.518334567706814
14,4.31748811353631,5.018739493284052
23,4.74493212836325,5.3018921022314665
7,3.5553480614894135,4.859205875095872
23,4.663439094112067,5.178594942694237
2,4.1588830833596715,6.147116518969568
21,5.981414211254481,6.102706066670233
1,4.553876891600541,5.138164749427904
21,3.9318256327243257,5.020910942213897
19,4.553876891600541,5.159411388227355
20,4.962844630259907,5.38038994728174
22,5.14166355650266,5.298333434900723
7,5.220355825078324,5.973042637060461
14,6.025865973825314,6.264226489495075
10,5.953243334287785,6.2040081799656575
15,4.897839799950911,5.331215962766254
16,5.43372200355424,5.798262388231852
16,5.971261839790462,6.65034290905458
12,5.455321115357702,5.562458428011358
3,2.302585092994046,2.6604150150298334
23,4.007333185232471,4.887505512047753
13,5.4116460518550396,5.575458808288607
4,1.9459101490553132,1.6421807799815489
20,5.5134287461649825,5.6419851135013035
2,3.7612001156935624,4.677853209462591
21,4.9344739331306915,5.433275906748414
6,3.4965075614664802,4.021688787661759
3,3.4011973816621555,4.417104890179596
13,5.204006687076795,5.753570244481475
10,4.955827057601261,5.236797386375422
16,5.351858133476067,6.082037756030649
13,5.081404364984463,5.579997708271196
12,3.9512437185814275,4.693727656255305
22,5.54907608489522,5.818413577441131
13,5.099866427824199,5.926782023495423
4,1.0986122886681098,2.5607410676945763
19,6.530877627725885,6.509605519258703
16,6.284134161070802,6.797575375498211
2,2.1972245773362196,3.427810296079372
1,4.718498871295094,5.043372815379368
2,2.8903717578961645,3.548280260209491
13,4.653960350157523,4.6845806413224995
16,4.5217885770490405,5.017499255574423
1,4.727387818712341,7.461378516626122
3,1.3862943611198906,2.631475934083527
10,5.1647859739235145,5.717268190622313
17,6.040254711277414,6.491170501438409
15,6.368187186350492,6.597480888729645
7,4.709530201312334,12.571464661836197
16,6.366470447731438,6.7702368241065125
15,5.950642552587727,6.26456752009344
20,5.3612921657094255,5.708621318697799
16,3.4965075614664802,4.843070650070165
0,3.4657359027997265,4.909053062173708
17,5.231108616854587,5.221247092403292
2,4.02535169073515,4.665921524560158
15,5.598421958998375,5.899469217657768
18,6.6895992691789665,6.995671994078874
16,5.948034989180646,6.463151910738293
5,2.302585092994046,3.0032065016607876
8,6.156978985585555,6.041621242796479
20,5.834810737062605,6.120848705837395
23,3.871201010907891,5.1731634192517
14,4.804021044733257,5.10850091333995
7,2.5649493574615367,10.522524418966341
16,4.532599493153256,5.161171162489535
23,4.718498871295094,5.339192815526451
22,3.258096538021482,5.190723806505474
2,1.6094379124341003,2.1232847493561207
8,5.087596335232384,5.4471610523238025
2,3.2188758248682006,3.7547240598617164
11,5.62040086571715,6.055457836251549
19,5.8916442118257715,6.169613387057722
7,3.6888794541139363,4.064088365727016
8,2.0794415416798357,2.1439887112794036
12,5.356586274672012,5.696795850446331
4,2.4849066497880004,3.111619416642315
9,4.897839799950911,5.356779083736566
2,2.0794415416798357,5.016917661261762
19,4.77912349311153,5.36349801523877
14,5.497168225293202,5.467286417010567
13,5.697093486505405,5.879253497208879
4,2.9444389791664403,4.041443237896314
17,5.953243334287785,6.095509422411559
2,2.833213344056216,5.520186834450169
12,5.393627546352362,5.326314752123295
12,5.8664680569332965,6.233694598686677
10,5.262690188904886,5.801092786197276
21,3.970291913552122,5.014278936035875
19,6.056784013228625,6.364370558860914
21,5.236441962829949,5.739277007921137
6,4.430816798843313,5.13141345723476
13,5.53338948872752,5.478363307524266
16,5.924255797414532,6.581478759428369
8,6.403574197934815,15.29855199188593
20,5.351858133476067,5.837839271523338
21,4.997212273764115,5.331418018274991
22,5.225746673713202,5.073010966968307
21,4.6913478822291435,5.172065485625089
22,4.875197323201151,5.4067214628208164
3,3.4657359027997265,4.488324666291855
6,2.4849066497880004,4.434883732250638
14,5.0238805208462765,5.722702847023006
13,5.214935757608986,5.5762262759690415
21,5.43372200355424,5.527101400664902
8,5.564520407322694,5.575973988502816
0,2.3978952727983707,4.046754505773795
2,2.302585092994046,2.5433400171056104
7,5.918893854273146,6.294551099357193
5,3.091042453358316,3.7885337556572223
17,6.171700597410915,5.985717459247024
0,2.4849066497880004,3.5286705608421145
0,3.9512437185814275,9.818806586959232
6,3.295836866004329,4.0029494325065915
22,5.480638923341991,5.146123874931322
5,3.6109179126442243,3.9213479044375528
8,3.4965075614664802,23.479509761097667
23,3.8501476017100584,5.0467554299147865
15,4.890349128221754,5.457512189370099
17,5.87493073085203,6.1922103316997115
8,4.189654742026425,4.786574320674456
9,5.811140992976701,6.779010200231998
20,5.278114659230517,5.7778486521866155
11,6.0473721790462776,6.318969540441724
6,3.5553480614894135,6.527200265267733
0,3.58351893845611,4.6215645428179295
5,0.0,3.6062011468941506
15,6.186208623900494,6.492371823063911
12,4.007333185232471,4.867587537212724
14,5.41610040220442,6.124508717397252
11,5.424950017481403,5.880159046998003
4,1.3862943611198906,2.8592361527574055
23,3.7376696182833684,5.043076999235083
5,3.044522437723423,4.118341356436807
20,5.814130531825066,6.283265626596104
14,3.8501476017100584,5.083419021863065
17,6.338594078203183,6.446267794780819
10,3.8066624897703196,5.3358493731439465
9,5.921578419643816,6.620402129616575
9,4.060443010546419,4.967231179652273
9,3.6375861597263857,4.4999987946587865
23,5.472270673671475,5.539525580711152
21,5.003946305945459,5.553729966320582
6,3.091042453358316,3.408660184019592
17,6.059123195581797,6.094270745461562
4,1.3862943611198906,3.186450979201045
9,5.37989735354046,5.759644486963052
23,3.332204510175204,5.0366413310891325
15,5.10594547390058,5.646694126799365
13,5.921578419643816,6.048090430811349
16,5.996452088619021,6.658899654934056
1,3.2188758248682006,4.025548581910516
10,5.181783550292085,6.047763484098402
17,6.665683717782408,6.7326575564801665
16,6.100318952020064,6.827407141138813
11,5.135798437050262,5.777867385417764
19,5.181783550292085,5.328746173853554
6,4.532599493153256,5.239983387834408
23,4.174387269895637,5.21079025660611
1,2.3978952727983707,14.604642966754987
2,4.04305126783455,3.2225732941001772
6,5.298317366548036,6.005044131688183
22,4.844187086458591,5.423863929788498
4,1.3862943611198906,3.5516158549074763
21,5.093750200806762,5.726177030567127
18,4.890349128221754,5.532668162455891
9,5.808142489980444,5.8800064022963205
5,2.70805020110221,3.7333464189116565
14,5.996452088619021,6.150789147766744
10,4.976733742420574,6.069593019063293
6,4.736198448394496,4.928207193346674
2,1.3862943611198906,3.459999041111861
17,6.025865973825314,6.064505018757233
7,5.579729825986222,6.245286743180906
2,4.584967478670572,5.52084789670419
2,1.791759469228055,4.051545673282243
8,6.727431724850855,6.422780235527583
1,3.6375861597263857,4.070213994759327
7,2.3978952727983707,2.5707897632197825
19,5.484796933490655,5.919459533553662
3,2.6390573296152584,3.50974605541859
17,6.309918278226516,6.236833970508672
7,4.219507705176107,4.808591947464299
10,4.48863636973214,6.06359860812654
1,3.332204510175204,3.865652614672117
19,5.58724865840025,6.0010572599397225
11,5.5254529391317835,6.02827080279568
7,5.905361848054571,6.95408035403138
6,5.231108616854587,5.551847870883294
2,4.31748811353631,5.441397551438998
15,5.863631175598097,6.2511068688604965
17,3.784189633918261,4.729597379900666
18,5.14166355650266,5.785502969033335
8,4.127134385045092,4.770808442438885
23,4.248495242049359,5.173221787290072
12,5.902633333401366,6.243200333557032
6,4.820281565605037,5.348396388114363
16,4.882801922586371,5.507249367166191
15,4.787491742782046,5.11879136203481
2,4.543294782270004,4.389518203250196
18,6.111467339502679,6.245160735130071
13,5.4680601411351315,5.821001471113401
10,5.25227342804663,5.798512587946605
2,2.0794415416798357,4.02598632044497
17,5.7430031878094825,6.019423433482801
12,5.802118375377063,6.178151226479627
10,5.3612921657094255,5.835625476192889
1,2.1972245773362196,3.072330549445257
12,4.143134726391533,4.9298444558205246
21,3.4339872044851463,4.047560251642356
13,5.288267030694535,5.4667716916697
1,4.624972813284271,4.943005866447825
4,2.0794415416798357,4.083732156078309
0,3.4011973816621555,4.37856002367887
13,6.210600077024653,6.2492827230311105
23,2.3978952727983707,4.110178989963719
22,4.770684624465665,5.156856923317862
11,6.267200548541362,6.4328085470515175
3,1.0986122886681098,2.9201506100230095
7,5.5053315359323625,6.212025895289211
2,1.6094379124341003,2.2154989799929186
7,5.583496308781699,6.054021227599284
4,1.791759469228055,4.763777236023082
4,1.9459101490553132,4.585550585519801
11,5.5254529391317835,6.150391916806456
0,4.343805421853684,5.318233758993992
13,5.288267030694535,5.7088596081068514
22,5.176149732573829,5.641353317958457
10,6.093569770045136,6.446737666127314
8,6.630683385642372,5.91935160200705
8,6.326149473155099,6.321325290232504
9,4.912654885736052,6.010112796726101
19,4.663439094112067,5.21351939971643
11,5.438079308923196,5.794643539124993
10,5.517452896464707,6.197710440724653
8,5.198497031265826,5.586500339295802
18,6.142037405587356,6.5226479997414115
0,4.330733340286331,5.072523892769075
14,5.135798437050262,5.685135165616349
4,2.0794415416798357,3.7332567869250495
21,5.342334251964811,6.1123002520977145
13,5.176149732573829,5.608761975977545
17,4.983606621708336,5.562647688600728
10,5.337538079701318,5.909654817274309
2,2.0794415416798357,3.5502523059958286
1,1.3862943611198906,1.5346493145127478
12,5.204006687076795,5.784969138693445
9,5.135798437050262,5.546647989678136
21,4.382026634673881,5.089115225730791
18,6.723832440821209,6.803328549635498
19,3.8066624897703196,5.157074432398317
18,6.505784060128229,6.779315403744268
10,5.318119993844216,6.206925274308579
22,5.356586274672012,5.795843457304736
15,5.075173815233827,5.982570229705755
21,5.834810737062605,6.177929379907263
11,6.035481432524756,6.346588772860919
16,4.804021044733257,5.621373190093686
10,4.90527477843843,5.805482479001224
5,3.5263605246161616,4.449600846468872
15,5.58724865840025,6.22501740396477
6,5.14166355650266,7.184644232518585
6,5.181783550292085,5.70450559997028
3,0.0,0.6408402387361197
16,4.890349128221754,5.318918226328831
14,6.077642243349034,6.446928685463484
1,4.2626798770413155,5.062586617900335
12,5.583496308781699,5.801929509074697
4,1.9459101490553132,2.403697160140343
21,5.272999558563747,5.399073427898256
16,4.983606621708336,5.8513144951605165
17,6.752270376141742,6.640963991399471
16,6.473890696352274,6.7913571860679385
9,5.68697535633982,6.357172793399906
15,5.272999558563747,5.94617712345239
12,4.127134385045092,5.129984799697404
5,3.044522437723423,2.7708075292728984
20,5.857933154483459,6.089289075745695
11,4.990432586778736,5.706692181617347
7,5.176149732573829,4.7245043180270185
9,5.62040086571715,6.250392929369649
16,5.921578419643816,6.32621796082869
16,5.966146739123692,6.3151418826138945
3,1.791759469228055,3.265071016636943
15,4.927253685157205,5.674728728420391
9,5.313205979041787,6.1416357506326955
11,5.966146739123692,6.058280111097648
13,4.795790545596741,5.034510943497455
4,1.791759469228055,3.7682179878809694
13,6.466144724237619,6.009867471579429
11,4.663439094112067,5.296115193143964
22,5.62040086571715,5.934272520862331
7,6.26530121273771,6.621922348567609
21,4.356708826689592,5.025121583847509
7,4.248495242049359,5.2805580379618355
17,5.733341276897746,5.957148544937975
9,3.7376696182833684,7.910565610371555
7,5.883322388488279,6.2591651815028495
7,5.62040086571715,6.066184251137183
0,3.1354942159291497,3.982258235817074
9,5.8377304471659395,6.045854114333983
2,1.9459101490553132,3.4385631104274466
14,4.382026634673881,5.083960705139369
7,6.2285110035911835,6.048590826949244
23,4.890349128221754,5.2861396627515305
17,5.988961416889864,6.229891325842934
7,3.6888794541139363,4.704953019011432
1,2.5649493574615367,4.096776657314038
